dataset,metric,block_size,max_distance,dpm_file_name,score,execution_time
books,normalized_sum_of_squared_differences,11,52,disp_normalized_sum_of_squared_differences_books_11_52.png,1.5559220983405317,7.8726
books,normalized_sum_of_squared_differences,11,56,disp_normalized_sum_of_squared_differences_books_11_56.png,1.258501923937256,8.396
books,normalized_sum_of_squared_differences,11,60,disp_normalized_sum_of_squared_differences_books_11_60.png,0.8664966661590037,9.1003
books,normalized_sum_of_squared_differences,11,64,disp_normalized_sum_of_squared_differences_books_11_64.png,0.6963039382851963,9.4145
books,normalized_sum_of_squared_differences,11,68,disp_normalized_sum_of_squared_differences_books_11_68.png,0.6384601994169468,9.5159
books,normalized_sum_of_squared_differences,11,72,disp_normalized_sum_of_squared_differences_books_11_72.png,0.6255505357897422,9.7149
books,normalized_sum_of_squared_differences,11,76,disp_normalized_sum_of_squared_differences_books_11_76.png,0.6252904723347193,10.3423
books,normalized_sum_of_squared_differences,13,40,disp_normalized_sum_of_squared_differences_books_13_40.png,2.3046684993822955,8.1165
books,normalized_sum_of_squared_differences,13,44,disp_normalized_sum_of_squared_differences_books_13_44.png,2.103348804985245,8.4984
books,normalized_sum_of_squared_differences,13,48,disp_normalized_sum_of_squared_differences_books_13_48.png,1.824928761951292,9.0913
books,normalized_sum_of_squared_differences,13,52,disp_normalized_sum_of_squared_differences_books_13_52.png,1.5396129891139627,9.6138
books,normalized_sum_of_squared_differences,13,56,disp_normalized_sum_of_squared_differences_books_13_56.png,1.228513786554159,10.0357
books,normalized_sum_of_squared_differences,13,60,disp_normalized_sum_of_squared_differences_books_13_60.png,0.8293613219928592,10.3769
books,normalized_sum_of_squared_differences,13,64,disp_normalized_sum_of_squared_differences_books_13_64.png,0.6597633536874404,10.7665
books,normalized_sum_of_squared_differences,13,68,disp_normalized_sum_of_squared_differences_books_13_68.png,0.6098301091849863,11.3587
books,normalized_sum_of_squared_differences,13,72,disp_normalized_sum_of_squared_differences_books_13_72.png,0.6038114562367644,12.1063
books,normalized_sum_of_squared_differences,13,76,disp_normalized_sum_of_squared_differences_books_13_76.png,0.6045788463872281,12.2351
books,sum_of_absolute_differences,3,40,disp_sum_of_absolute_differences_books_3_40.png,18357068.0,1.747
books,sum_of_absolute_differences,3,44,disp_sum_of_absolute_differences_books_3_44.png,18055267.0,1.6896
books,sum_of_absolute_differences,3,48,disp_sum_of_absolute_differences_books_3_48.png,17752215.0,1.7677
books,sum_of_absolute_differences,3,52,disp_sum_of_absolute_differences_books_3_52.png,17436633.0,1.7469
books,sum_of_absolute_differences,3,56,disp_sum_of_absolute_differences_books_3_56.png,17151623.0,1.7941
books,sum_of_absolute_differences,3,60,disp_sum_of_absolute_differences_books_3_60.png,16986503.0,1.9631
books,sum_of_absolute_differences,3,64,disp_sum_of_absolute_differences_books_3_64.png,16776526.0,1.9808
books,sum_of_absolute_differences,3,68,disp_sum_of_absolute_differences_books_3_68.png,16560179.0,1.8602
books,sum_of_absolute_differences,3,72,disp_sum_of_absolute_differences_books_3_72.png,16351185.0,1.8967
books,sum_of_absolute_differences,3,76,disp_sum_of_absolute_differences_books_3_76.png,16188497.0,1.9128
books,sum_of_absolute_differences,5,40,disp_sum_of_absolute_differences_books_5_40.png,18454870.0,1.7432
books,sum_of_absolute_differences,5,44,disp_sum_of_absolute_differences_books_5_44.png,18164422.0,1.7834
books,sum_of_absolute_differences,5,48,disp_sum_of_absolute_differences_books_5_48.png,17866299.0,1.8876
books,sum_of_absolute_differences,5,52,disp_sum_of_absolute_differences_books_5_52.png,17543266.0,1.8187
books,sum_of_absolute_differences,5,56,disp_sum_of_absolute_differences_books_5_56.png,17273913.0,1.811
books,sum_of_absolute_differences,5,60,disp_sum_of_absolute_differences_books_5_60.png,17124631.0,1.9578
books,sum_of_absolute_differences,5,64,disp_sum_of_absolute_differences_books_5_64.png,16931702.0,1.9567
books,sum_of_absolute_differences,5,68,disp_sum_of_absolute_differences_books_5_68.png,16704230.0,1.9305
books,sum_of_absolute_differences,5,72,disp_sum_of_absolute_differences_books_5_72.png,16481262.0,1.9799
books,sum_of_absolute_differences,5,76,disp_sum_of_absolute_differences_books_5_76.png,16317840.0,1.9934
books,sum_of_absolute_differences,7,40,disp_sum_of_absolute_differences_books_7_40.png,18517898.0,1.8281
books,sum_of_absolute_differences,7,44,disp_sum_of_absolute_differences_books_7_44.png,18243440.0,2.0005
books,sum_of_absolute_differences,7,48,disp_sum_of_absolute_differences_books_7_48.png,17950788.0,1.8779
books,sum_of_absolute_differences,7,52,disp_sum_of_absolute_differences_books_7_52.png,17636169.0,1.874
books,sum_of_absolute_differences,7,56,disp_sum_of_absolute_differences_books_7_56.png,17378812.0,1.9483
books,sum_of_absolute_differences,7,60,disp_sum_of_absolute_differences_books_7_60.png,17240550.0,1.9494
books,sum_of_absolute_differences,7,64,disp_sum_of_absolute_differences_books_7_64.png,17056255.0,1.9221
books,sum_of_absolute_differences,7,68,disp_sum_of_absolute_differences_books_7_68.png,16814081.0,2.0736
books,sum_of_absolute_differences,7,72,disp_sum_of_absolute_differences_books_7_72.png,16596107.0,2.1374
books,sum_of_absolute_differences,7,76,disp_sum_of_absolute_differences_books_7_76.png,16425823.0,2.2669
books,sum_of_absolute_differences,9,40,disp_sum_of_absolute_differences_books_9_40.png,18571579.0,1.8521
books,sum_of_absolute_differences,9,44,disp_sum_of_absolute_differences_books_9_44.png,18307403.0,1.9283
books,sum_of_absolute_differences,9,48,disp_sum_of_absolute_differences_books_9_48.png,18019737.0,1.9587
books,sum_of_absolute_differences,9,52,disp_sum_of_absolute_differences_books_9_52.png,17712040.0,1.8986
books,sum_of_absolute_differences,9,56,disp_sum_of_absolute_differences_books_9_56.png,17471725.0,1.9431
books,sum_of_absolute_differences,9,60,disp_sum_of_absolute_differences_books_9_60.png,17338220.0,2.0042
books,sum_of_absolute_differences,9,64,disp_sum_of_absolute_differences_books_9_64.png,17165824.0,2.2378
books,sum_of_absolute_differences,9,68,disp_sum_of_absolute_differences_books_9_68.png,16907268.0,2.1626
books,sum_of_absolute_differences,9,72,disp_sum_of_absolute_differences_books_9_72.png,16687270.0,2.1464
books,sum_of_absolute_differences,9,76,disp_sum_of_absolute_differences_books_9_76.png,16504019.0,2.2088
books,sum_of_absolute_differences,11,40,disp_sum_of_absolute_differences_books_11_40.png,18615663.0,1.9227
books,sum_of_absolute_differences,11,44,disp_sum_of_absolute_differences_books_11_44.png,18356202.0,1.9574
books,sum_of_absolute_differences,11,48,disp_sum_of_absolute_differences_books_11_48.png,18074363.0,2.0407
books,sum_of_absolute_differences,11,52,disp_sum_of_absolute_differences_books_11_52.png,17781796.0,2.0596
books,sum_of_absolute_differences,11,56,disp_sum_of_absolute_differences_books_11_56.png,17546555.0,2.1523
books,sum_of_absolute_differences,11,60,disp_sum_of_absolute_differences_books_11_60.png,17418837.0,2.266
books,sum_of_absolute_differences,11,64,disp_sum_of_absolute_differences_books_11_64.png,17252847.0,2.2323
books,sum_of_absolute_differences,11,68,disp_sum_of_absolute_differences_books_11_68.png,16987127.0,2.2848
books,sum_of_absolute_differences,11,72,disp_sum_of_absolute_differences_books_11_72.png,16776254.0,2.2956
books,sum_of_absolute_differences,11,76,disp_sum_of_absolute_differences_books_11_76.png,16597151.0,2.6734
books,sum_of_absolute_differences,13,40,disp_sum_of_absolute_differences_books_13_40.png,18661778.0,2.0718
books,sum_of_absolute_differences,13,44,disp_sum_of_absolute_differences_books_13_44.png,18411548.0,2.0342
books,sum_of_absolute_differences,13,48,disp_sum_of_absolute_differences_books_13_48.png,18138867.0,2.2144
books,sum_of_absolute_differences,13,52,disp_sum_of_absolute_differences_books_13_52.png,17866179.0,2.1829
books,sum_of_absolute_differences,13,56,disp_sum_of_absolute_differences_books_13_56.png,17636338.0,2.3311
books,sum_of_absolute_differences,13,60,disp_sum_of_absolute_differences_books_13_60.png,17511406.0,2.2792
books,sum_of_absolute_differences,13,64,disp_sum_of_absolute_differences_books_13_64.png,17343191.0,2.3144
books,sum_of_absolute_differences,13,68,disp_sum_of_absolute_differences_books_13_68.png,17081495.0,2.4085
books,sum_of_absolute_differences,13,72,disp_sum_of_absolute_differences_books_13_72.png,16867232.0,2.4622
books,sum_of_absolute_differences,13,76,disp_sum_of_absolute_differences_books_13_76.png,16689168.0,2.6056
books,structural_similarity_index,3,40,disp_structural_similarity_index_books_3_40.png,0.022451882603422135,1.9695
books,structural_similarity_index,3,44,disp_structural_similarity_index_books_3_44.png,0.00796768098813666,2.2091
books,structural_similarity_index,3,48,disp_structural_similarity_index_books_3_48.png,-0.0171299702817819,2.1969
books,structural_similarity_index,3,52,disp_structural_similarity_index_books_3_52.png,-0.05568349878829819,2.2793
books,structural_similarity_index,3,56,disp_structural_similarity_index_books_3_56.png,-0.10247668167454733,2.3193
books,structural_similarity_index,3,60,disp_structural_similarity_index_books_3_60.png,-0.1729616823535672,2.3596
books,structural_similarity_index,3,64,disp_structural_similarity_index_books_3_64.png,-0.20622508194787045,2.4069
books,structural_similarity_index,3,68,disp_structural_similarity_index_books_3_68.png,-0.2263404538109138,2.488
books,structural_similarity_index,3,72,disp_structural_similarity_index_books_3_72.png,-0.23896924183346666,2.5716
books,structural_similarity_index,3,76,disp_structural_similarity_index_books_3_76.png,-0.24150785044583228,2.6956
books,structural_similarity_index,5,40,disp_structural_similarity_index_books_5_40.png,0.021505947054162207,2.6168
books,structural_similarity_index,5,44,disp_structural_similarity_index_books_5_44.png,0.005692056321254618,2.706
