dataset,metric,block_size,occluson_cost,dpm_file_name,score,execution_time
reindeer,normalized_sum_of_squared_differences,7,0.9,dp_disp_normalized_sum_of_squared_differences_reindeer_7_0.9.png,0.9567857008166035,16.5386
reindeer,normalized_sum_of_squared_differences,7,1.0,dp_disp_normalized_sum_of_squared_differences_reindeer_7_1.0.png,0.9695699955983853,16.8314
reindeer,normalized_sum_of_squared_differences,9,0.1,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.1.png,2.7803309819269684,18.759
reindeer,normalized_sum_of_squared_differences,9,0.2,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.2.png,2.647821815727285,18.905
reindeer,normalized_sum_of_squared_differences,9,0.3,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.3.png,2.2680081737935605,18.704
reindeer,normalized_sum_of_squared_differences,9,0.4,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.4.png,1.7592999163019607,18.9818
reindeer,normalized_sum_of_squared_differences,9,0.5,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.5.png,1.4666495142976066,18.7287
reindeer,normalized_sum_of_squared_differences,9,0.6,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.6.png,1.2391494911236889,18.9839
reindeer,normalized_sum_of_squared_differences,9,0.7,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.7.png,1.081119342107874,18.913
reindeer,normalized_sum_of_squared_differences,9,0.8,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.8.png,1.042163157559669,18.7126
reindeer,normalized_sum_of_squared_differences,9,0.9,dp_disp_normalized_sum_of_squared_differences_reindeer_9_0.9.png,1.0566404311569133,18.2099
reindeer,normalized_sum_of_squared_differences,9,1.0,dp_disp_normalized_sum_of_squared_differences_reindeer_9_1.0.png,1.0425972103286498,19.2671
reindeer,structural_similarity_index,3,0.05,dp_disp_structural_similarity_index_reindeer_3_0.05.png,-0.8220175247648762,5.8375
reindeer,structural_similarity_index,3,0.1,dp_disp_structural_similarity_index_reindeer_3_0.1.png,-0.808829218137431,5.7342
reindeer,structural_similarity_index,3,0.15,dp_disp_structural_similarity_index_reindeer_3_0.15.png,-0.7805982437071104,5.8839
reindeer,structural_similarity_index,3,0.2,dp_disp_structural_similarity_index_reindeer_3_0.2.png,-0.7016127240052357,5.9336
reindeer,structural_similarity_index,3,0.25,dp_disp_structural_similarity_index_reindeer_3_0.25.png,-0.5189917819264974,5.7323
reindeer,structural_similarity_index,3,0.3,dp_disp_structural_similarity_index_reindeer_3_0.3.png,-0.3683937401453636,5.7673
reindeer,structural_similarity_index,3,0.35,dp_disp_structural_similarity_index_reindeer_3_0.35.png,-0.27062312627566387,5.7065
reindeer,structural_similarity_index,3,0.4,dp_disp_structural_similarity_index_reindeer_3_0.4.png,-0.2056193641227056,5.9267
reindeer,structural_similarity_index,3,0.45,dp_disp_structural_similarity_index_reindeer_3_0.45.png,-0.19029648864832951,5.8833
reindeer,structural_similarity_index,3,0.5,dp_disp_structural_similarity_index_reindeer_3_0.5.png,-0.17600757568272815,5.9451
reindeer,structural_similarity_index,5,0.05,dp_disp_structural_similarity_index_reindeer_5_0.05.png,-0.838188386074452,7.1864
reindeer,structural_similarity_index,5,0.1,dp_disp_structural_similarity_index_reindeer_5_0.1.png,-0.8355245277406451,7.1128
reindeer,structural_similarity_index,5,0.15,dp_disp_structural_similarity_index_reindeer_5_0.15.png,-0.8304022676509776,7.1353
reindeer,structural_similarity_index,5,0.2,dp_disp_structural_similarity_index_reindeer_5_0.2.png,-0.8241947917336048,7.2246
reindeer,structural_similarity_index,5,0.25,dp_disp_structural_similarity_index_reindeer_5_0.25.png,-0.7893744152223511,7.0852
reindeer,structural_similarity_index,5,0.3,dp_disp_structural_similarity_index_reindeer_5_0.3.png,-0.6620107871075622,7.2901
reindeer,structural_similarity_index,5,0.35,dp_disp_structural_similarity_index_reindeer_5_0.35.png,-0.44504734935985923,7.374
reindeer,structural_similarity_index,5,0.4,dp_disp_structural_similarity_index_reindeer_5_0.4.png,-0.31968316602268526,7.2077
reindeer,structural_similarity_index,5,0.45,dp_disp_structural_similarity_index_reindeer_5_0.45.png,-0.23960621865894238,7.0921
reindeer,structural_similarity_index,5,0.5,dp_disp_structural_similarity_index_reindeer_5_0.5.png,-0.1960530868564108,7.019
reindeer,structural_similarity_index,7,0.05,dp_disp_structural_similarity_index_reindeer_7_0.05.png,-0.8161144117140486,9.545
reindeer,structural_similarity_index,7,0.1,dp_disp_structural_similarity_index_reindeer_7_0.1.png,-0.8140021410018125,9.3088
reindeer,structural_similarity_index,7,0.15,dp_disp_structural_similarity_index_reindeer_7_0.15.png,-0.8107776815976417,9.3024
reindeer,structural_similarity_index,7,0.2,dp_disp_structural_similarity_index_reindeer_7_0.2.png,-0.8044087947476877,9.786
reindeer,structural_similarity_index,7,0.25,dp_disp_structural_similarity_index_reindeer_7_0.25.png,-0.7687450660968368,9.4974
reindeer,structural_similarity_index,7,0.3,dp_disp_structural_similarity_index_reindeer_7_0.3.png,-0.7198337816675758,9.5467
reindeer,structural_similarity_index,7,0.35,dp_disp_structural_similarity_index_reindeer_7_0.35.png,-0.5051814103135422,10.1305
reindeer,structural_similarity_index,7,0.4,dp_disp_structural_similarity_index_reindeer_7_0.4.png,-0.29776504798633163,9.6323
reindeer,structural_similarity_index,7,0.45,dp_disp_structural_similarity_index_reindeer_7_0.45.png,-0.2337565843072525,9.6151
reindeer,structural_similarity_index,7,0.5,dp_disp_structural_similarity_index_reindeer_7_0.5.png,-0.20335620450881406,9.5234
reindeer,structural_similarity_index,9,0.05,dp_disp_structural_similarity_index_reindeer_9_0.05.png,-0.7970412570459117,12.3769
reindeer,structural_similarity_index,9,0.1,dp_disp_structural_similarity_index_reindeer_9_0.1.png,-0.7949717313902863,12.791
reindeer,structural_similarity_index,9,0.15,dp_disp_structural_similarity_index_reindeer_9_0.15.png,-0.7823729707309147,12.3631
reindeer,structural_similarity_index,9,0.2,dp_disp_structural_similarity_index_reindeer_9_0.2.png,-0.763283821542554,11.8866
reindeer,structural_similarity_index,9,0.25,dp_disp_structural_similarity_index_reindeer_9_0.25.png,-0.7364435986816086,12.7023
reindeer,structural_similarity_index,9,0.3,dp_disp_structural_similarity_index_reindeer_9_0.3.png,-0.6811748916671605,12.2391
reindeer,structural_similarity_index,9,0.35,dp_disp_structural_similarity_index_reindeer_9_0.35.png,-0.5124418565057478,12.2726
reindeer,structural_similarity_index,9,0.4,dp_disp_structural_similarity_index_reindeer_9_0.4.png,-0.28677753361979846,12.3897
reindeer,structural_similarity_index,9,0.45,dp_disp_structural_similarity_index_reindeer_9_0.45.png,-0.23109612303251334,12.1128
reindeer,structural_similarity_index,9,0.5,dp_disp_structural_similarity_index_reindeer_9_0.5.png,-0.2050254110029924,12.3262
